"","vanus","N","E","O","A","C","valmidus"
"181",52.9556546426242,3.5,2.25,2.83333333333333,3,3,"pigem jah"
"182",66,2.91666666666667,2.91666666666667,3.25,2.83333333333333,3,"pigem jah"
"183",55,3.5,2.83333333333333,2.91666666666667,2.75,2.91666666666667,"pigem jah"
"184",67,3,2.58333333333333,3.08333333333333,3,2.91666666666667,"pigem jah"
"185",68,2.5,2.66666666666667,2.75,2.66666666666667,2.83333333333333,"pigem jah"
"186",68,3.25,2.33333333333333,NA,3,3.33333333333333,NA
"187",59,3,2.83333333333333,2.91666666666667,3.08333333333333,3.33333333333333,NA
"188",68,3,2.58333333333333,3.25,2.91666666666667,3.25,NA
"189",NA,3.16666666666667,2.66666666666667,2.66666666666667,2.91666666666667,3.08333333333333,NA
"190",NA,2.91666666666667,2.83333333333333,2.75,3.08333333333333,3.08333333333333,NA
"191",64,3.25,2.58333333333333,3.16666666666667,3.08333333333333,3,NA
"192",59,2.66666666666667,2.41666666666667,2.41666666666667,2.75,3,NA
"193",56,3.25,2.16666666666667,2.58333333333333,2.83333333333333,2.91666666666667,NA
"194",68,3.16666666666667,2.75,2.83333333333333,3.16666666666667,2.91666666666667,NA
"195",68,3,3,2.91666666666667,3.16666666666667,3.16666666666667,"pigem ei"
"196",NA,NA,NA,NA,NA,NA,"pigem ei"
"197",65,3.54545454545455,3.08333333333333,2.91666666666667,3,3.08333333333333,"pigem ei"
"198",52,3.91666666666667,2.33333333333333,3.08333333333333,3.58333333333333,3.83333333333333,"pigem jah"
"199",73,3.8,2.9,2.9,2.7,3.22,"pigem ei"
"200",53,3.66666666666667,3.16666666666667,3.66666666666667,2.66666666666667,3.25,"pigem jah"
"201",71,4.16666666666667,2,2,2.41666666666667,2.58333333333333,"pigem jah"
"202",71,4.16666666666667,2,2,2.41666666666667,2.58333333333333,"pigem jah"
"203",53,3.66666666666667,1.83333333333333,2.5,3.58333333333333,2.66666666666667,"pigem jah"
"204",55,3,2.41666666666667,1.91666666666667,1.58333333333333,1,"pigem ei"
"205",55,3.08333333333333,2.75,4.25,3.08333333333333,1,"pigem ei"
"206",66,3.58333333333333,2.5,3,3.66666666666667,2.83333333333333,"pigem jah"
"207",68,3,3,3,3,3.08333333333333,"pigem ei"
"208",63,3.91666666666667,2.41666666666667,2.91666666666667,3.08333333333333,4.2,"pigem jah"
"209",63,3.91666666666667,2.41666666666667,2.91666666666667,3.08333333333333,4.2,"pigem jah"
"210",70,2,3.58333333333333,3.25,3.83333333333333,4.25,"pigem ei"
"211",68,2.5,2.58333333333333,3.08333333333333,4.08333333333333,4,"pigem ei"
"212",65,2.91666666666667,2.75,3.08333333333333,3.66666666666667,3.75,"pigem jah"
"213",68,2.75,3,3,3.54545454545455,3.16666666666667,"pigem ei"
"214",55,2.16666666666667,2.91666666666667,2.41666666666667,3.16666666666667,3.16666666666667,"pigem jah"
"215",64,3.5,2.5,4.08333333333333,3.66666666666667,3.33333333333333,"pigem jah"
"216",59,2.5,3.16666666666667,2.66666666666667,3.25,3.83333333333333,"pigem ei"
"217",66,3.5,3.16666666666667,2.91666666666667,3.08333333333333,3.66666666666667,"pigem jah"
"218",69,2.5,2.90909090909091,2.81818181818182,2.9,4.18181818181818,"pigem ei"
"219",67,3.25,1.5,3.66666666666667,3.41666666666667,3.08333333333333,"pigem jah"
"220",66,2,2.91666666666667,3.41666666666667,4,4.41666666666667,"pigem ei"
"221",51,4.08333333333333,1.66666666666667,2.66666666666667,4.16666666666667,3.83333333333333,"pigem jah"
"222",57,3.75,3.16666666666667,3.16666666666667,3.41666666666667,4.41666666666667,"pigem jah"
"223",62,3.16666666666667,3.09090909090909,2.75,3.25,3.91666666666667,"pigem jah"
"224",57,2.16666666666667,3.25,2.25,2.91666666666667,3.25,"pigem ei"
"225",58,2.41666666666667,2.41666666666667,2.66666666666667,2.08333333333333,4,"pigem ei"
"226",60,2.41666666666667,3.5,3.27272727272727,3.58333333333333,4.08333333333333,"pigem ei"
"227",52,1,2.66666666666667,2.5,3.33333333333333,3.91666666666667,"pigem ei"
"228",NA,3.5,2.83333333333333,3.91666666666667,2.75,3.41666666666667,"pigem jah"
"229",55,3.83333333333333,1.91666666666667,3.25,3.41666666666667,3.83333333333333,"pigem jah"
"230",54.9882267461024,3.5,2.41666666666667,3.33333333333333,4.25,3.58333333333333,"pigem jah"
"231",68,2.16666666666667,3.5,3.16666666666667,3.58333333333333,3.91666666666667,"pigem ei"
"232",57,3,2.5,4.91666666666667,3.58333333333333,4.91666666666667,"pigem jah"
"233",67,3.83333333333333,2.16666666666667,3,4.25,4.25,"pigem jah"
"234",55,2.66666666666667,3,3.09090909090909,3.3,3.88888888888889,"pigem ei"
"235",57,3.08333333333333,2.75,2.66666666666667,3.5,3.16666666666667,"pigem ei"
"236",60,3.08333333333333,2.9,3.2,3.5,3.16666666666667,"pigem ei"
"237",68,3.58333333333333,3.08333333333333,2.91666666666667,2.66666666666667,3.16666666666667,"pigem ei"
"238",66,3.83333333333333,2.75,3.41666666666667,4,4.33333333333333,"pigem jah"
"239",68,2.41666666666667,3,3.16666666666667,3.91666666666667,4.41666666666667,"pigem ei"
"240",59,2.33333333333333,2.83333333333333,3.16666666666667,3.25,4.25,"pigem ei"
"241",57,3.83333333333333,2.33333333333333,2.75,3.5,3.58333333333333,"pigem jah"
"242",59,3.16666666666667,3.25,3.16666666666667,3.08333333333333,3.66666666666667,"pigem ei"
"243",62,3.08333333333333,2.75,2.72727272727273,3.41666666666667,3.16666666666667,"pigem ei"
"244",56,2.83333333333333,3.18181818181818,3.45454545454545,3.75,4.5,"pigem jah"
"245",61,2.83333333333333,2.75,3.66666666666667,3.75,3.66666666666667,"pigem ei"
"246",66,3.91666666666667,2.58333333333333,3.54545454545455,3.27272727272727,3.25,"pigem jah"
"247",67,2.33333333333333,3.25,2.83333333333333,3.58333333333333,4.16666666666667,"pigem ei"
"248",65,2.25,3.41666666666667,3.25,3.58333333333333,3.91666666666667,"pigem ei"
"249",67,3,2.91666666666667,3.5,3.25,3.33333333333333,"pigem ei"
"250",63,3.66666666666667,2,3.4,4.5,3.08333333333333,"pigem jah"
"251",65,2.08333333333333,3.25,3.66666666666667,3.5,4.33333333333333,"pigem ei"
"252",64,2.58333333333333,2.58333333333333,3.33333333333333,3.91666666666667,3.83333333333333,"pigem ei"
"253",55,2.75,3.66666666666667,3.41666666666667,4.25,4.08333333333333,"pigem ei"
"254",74,3.25,3.25,3.08333333333333,2.81818181818182,3.16666666666667,"pigem ei"
"255",68,3.91666666666667,2.41666666666667,2.91666666666667,3.08333333333333,3.58333333333333,"pigem jah"
"256",60,2.83333333333333,3.5,2.91666666666667,3.25,3.66666666666667,"pigem jah"
"257",71,2,3.01,3.3,3.6,3.9,"pigem ei"
"258",70,2.5,3.08333333333333,3,3.36363636363636,4.16666666666667,"pigem jah"
"259",57,1.91666666666667,3.5,2.75,3.5,4.25,"pigem ei"
"260",56,2.16666666666667,2.83333333333333,3.45454545454545,3.66666666666667,3.5,"pigem ei"
"261",67,2.41666666666667,3.33333333333333,3.08333333333333,3.58333333333333,3.83333333333333,"pigem ei"
"262",68,2.16666666666667,3.41666666666667,3.41666666666667,3.91666666666667,4.08333333333333,"pigem ei"
"263",65,2.75,3.16666666666667,3.36363636363636,3.83333333333333,3.81818181818182,"pigem ei"
"264",53,1,3.33333333333333,4.16666666666667,3.66666666666667,4.66666666666667,"pigem ei"
"265",56,3,2.58333333333333,2.77777777777778,3.1,4.4,"pigem jah"
"266",58,2.5,3.16666666666667,3.5,3.75,3.91666666666667,"pigem ei"
"267",56,2.25,3.08333333333333,2.66666666666667,4.33333333333333,4.58333333333333,"pigem ei"
"268",58,2.58333333333333,3,3.25,3.41666666666667,4.16666666666667,"pigem ei"
"269",53.7344593608914,2.16666666666667,3.25,3.33333333333333,4.08333333333333,4.16666666666667,"pigem ei"
"270",65,2.5,2.5,2.83333333333333,3.83333333333333,2.75,"pigem ei"
"271",55,2.5,2.5,2.83333333333333,3.83333333333333,2.75,"pigem jah"
"272",56,2.75,3.91666666666667,3.58333333333333,3.66666666666667,3.83333333333333,"pigem ei"
"273",63,2,3.08333333333333,3.25,3.66666666666667,4.16666666666667,"pigem ei"
"274",NA,2.91666666666667,3.5,3.33333333333333,3.25,3.33333333333333,"pigem ei"
"275",55,3.08333333333333,3.16666666666667,3.16666666666667,3.75,4,"pigem ei"
"276",55,2.41666666666667,2.08333333333333,3.33333333333333,4.08333333333333,4.41666666666667,"pigem ei"
"277",58,3.16666666666667,2.33333333333333,3.58333333333333,4.08333333333333,3.66666666666667,"pigem ei"
"278",67,2.5,3.41666666666667,2.91666666666667,3.33333333333333,4,"pigem ei"
"279",63,2.08333333333333,2.58333333333333,3.25,3.5,3.75,"pigem ei"
"280",57,2.58333333333333,3.5,3.41666666666667,3.83333333333333,4,"pigem ei"
"281",67,2.45454545454545,2.83333333333333,3,3.36363636363636,3.91666666666667,"pigem jah"
"282",59,2.41666666666667,3.58333333333333,3.25,4.54545454545455,4.16666666666667,"pigem ei"
"283",67,2.75,2.91666666666667,3.27272727272727,3.66666666666667,3.66666666666667,"pigem ei"
"284",57,1.91666666666667,2.5,2.33333333333333,2.25,2.33333333333333,"pigem ei"
"285",50,3.16666666666667,3.5,3.58333333333333,3.91666666666667,3.83333333333333,"pigem ei"
"286",68,2.45454545454545,3.58333333333333,3.45454545454545,3.75,4.08333333333333,"pigem ei"
"287",68,2.16666666666667,3.5,2.75,3.66666666666667,4.33333333333333,"pigem ei"
"288",55,1.66666666666667,3.66666666666667,3.75,3.08333333333333,4.75,"pigem jah"
"289",57,2.5,3.16666666666667,3,3.41666666666667,4.25,"pigem ei"
"290",64,2.75,3,4.41666666666667,3.58333333333333,4.66666666666667,"pigem ei"
"291",53.6066467593536,2.41666666666667,3.08333333333333,3.08333333333333,3.66666666666667,3.91666666666667,"pigem ei"
"292",55,1.83333333333333,2.66666666666667,3.83333333333333,4.66666666666667,4,"pigem ei"
"293",70,2.72727272727273,3.91666666666667,3,3.16666666666667,4.58333333333333,"pigem ei"
"294",63,2.27272727272727,3.16666666666667,3.27272727272727,3.54545454545455,4.16666666666667,"pigem ei"
"295",64,3.25,2.83333333333333,3.16666666666667,3.25,2.91666666666667,"pigem ei"
"296",55,2,2.66666666666667,3.75,3.5,3.83333333333333,"pigem ei"
"297",52.7775054560091,2.33,2.75,4.75,3.58333333333333,2.58333333333333,"pigem ei"
"298",67,2.25,3.25,3.5,4.5,4.25,"pigem ei"
"299",56,2.41666666666667,3.66666666666667,3.33333333333333,3.25,3.83333333333333,"pigem ei"
"300",67,2.33333333333333,3.27272727272727,2.66666666666667,3.66666666666667,4.25,"pigem ei"
"301",67,1.58333333333333,3.58333333333333,3.66666666666667,3.41666666666667,3.91666666666667,"pigem ei"
"302",52,2.66666666666667,2,4.08333333333333,4.08333333333333,4.08333333333333,"pigem ei"
"303",55,2.83333333333333,1,3.5,3.66666666666667,3.75,"pigem ei"
"304",65,3,3,3.08333333333333,3.25,4,"pigem ei"
"305",60,2.66666666666667,3.33333333333333,3.41666666666667,3.91666666666667,3.66666666666667,"pigem ei"
"306",59,2.66666666666667,2.91666666666667,2.66666666666667,1,4.66666666666667,"pigem ei"
"307",67,1.66666666666667,3.5,3.27272727272727,3.81818181818182,4.36363636363636,"pigem ei"
"308",57,2.41666666666667,3.25,3.25,3.66666666666667,3.75,"pigem ei"
"309",58,1.91666666666667,3.66666666666667,3.5,3.72727272727273,4.33333333333333,"pigem ei"
"310",69,2,2.83333333333333,3.33333333333333,3.83333333333333,4.25,"pigem ei"
"311",57,2.5,2.91666666666667,2.58333333333333,3.83333333333333,3.75,"pigem ei"
"312",60,2.75,2,3.41666666666667,1.91666666666667,4.41666666666667,"pigem jah"
"313",72,2.41666666666667,4.08333333333333,3.41666666666667,4.41666666666667,4.08333333333333,"pigem ei"
"314",54,2.33333333333333,2.91666666666667,4,4,3.75,"pigem jah"
"315",64,2.08333333333333,3.41666666666667,3.08333333333333,3.75,3.91666666666667,"pigem ei"
"316",59,1.91666666666667,3.83333333333333,3.83333333333333,3.66666666666667,3.66666666666667,"pigem ei"
"317",56,2.25,3.5,3.5,3.66666666666667,4.25,"pigem ei"
"318",59,2.08333333333333,3.08333333333333,2.75,3.83333333333333,3.91666666666667,"pigem ei"
"319",55,2.33333333333333,3.45454545454545,3.5,3.33333333333333,4.25,"pigem ei"
"320",59,2.25,2.83333333333333,3.75,3.66666666666667,4.66666666666667,"pigem ei"
"321",51.7466702034354,1,1,3.83333333333333,4.08333333333333,1,"pigem ei"
"322",52,3.08333333333333,2.83333333333333,4.16666666666667,4.16666666666667,3.83333333333333,"pigem ei"
"323",57,3.66666666666667,2.83333333333333,3.5,3.75,4.58333333333333,"pigem jah"
"324",61,2.91666666666667,2.75,2.25,3.66666666666667,4.08333333333333,"pigem jah"
"325",51.7249817541649,2.08333333333333,4.09090909090909,3.5,3.75,4.16666666666667,"pigem ei"
"326",58,2.5,3.16666666666667,2.16666666666667,3.58333333333333,3.91666666666667,"pigem ei"
"327",56,2.25,3.08333333333333,2.83333333333333,3.16666666666667,3.91666666666667,"pigem ei"
"328",52,2.75,3.08333333333333,1,3.83333333333333,3.66666666666667,"pigem ei"
"329",55,3.08333333333333,3.33333333333333,3.33333333333333,4.16666666666667,3.91666666666667,"pigem ei"
"330",55,2.41666666666667,4,3.41666666666667,3.08333333333333,4.5,"pigem ei"
"331",62,1.66666666666667,3.27272727272727,3.33333333333333,3.75,4.75,"pigem jah"
"332",68,2,3.36363636363636,3.16666666666667,3.58333333333333,4.27272727272727,"pigem ei"
"333",54,2.5,3.16666666666667,3.83333333333333,3.83333333333333,3.66666666666667,"pigem ei"
"334",53,2.16666666666667,3.25,3.5,1,4,"pigem ei"
"335",61,1.83333333333333,2.83333333333333,3.5,3.83333333333333,3.91666666666667,"pigem ei"
"336",55,2.75,2.83333333333333,3.58333333333333,3.83333333333333,3.75,"pigem ei"
"337",67,1.83333333333333,2.83333333333333,3.5,3.83333333333333,3.91666666666667,"pigem ei"
"338",54,2.08333333333333,2.41666666666667,4.25,4.25,5,"pigem jah"
"339",50,2.25,3.66666666666667,3.58333333333333,4.25,4.83333333333333,"pigem ei"
"340",67,3.33333333333333,3.81818181818182,3.5,4,4.5,"pigem jah"
"341",NA,3.91666666666667,2.83333333333333,3,4.25,3.25,"pigem jah"
"342",70,2.5,3.27272727272727,3.27272727272727,3.66666666666667,4,"pigem ei"
"343",62,1.91666666666667,3.16666666666667,3.5,4.25,3.91666666666667,"pigem ei"
"344",69,1.91666666666667,3.16666666666667,3.5,4.25,3.91666666666667,"pigem ei"
"345",69,1.91666666666667,3.33333333333333,2.91666666666667,3.75,4.16666666666667,"pigem ei"
"346",52,1,1,1,3.75,4.41666666666667,"pigem ei"
"347",59,2.08333333333333,3.75,2.27272727272727,3.58333333333333,3.66666666666667,"pigem ei"
"348",64,2.08333333333333,3.58333333333333,3,3.41666666666667,4.33333333333333,"pigem ei"
"349",62,2.08333333333333,3.83333333333333,3.41666666666667,4.08333333333333,4.08333333333333,"pigem ei"
"350",66,2.25,3.08333333333333,3.33333333333333,4.66666666666667,4.33333333333333,"pigem ei"
"351",53,3,3.41666666666667,3.91666666666667,3.83333333333333,4,"pigem ei"
"352",55,3.33333333333333,3.41666666666667,3.83333333333333,3.25,2.91666666666667,"pigem ei"
"353",57,2,2.83333333333333,3.5,4.41666666666667,3.83333333333333,"pigem jah"
"354",55,2.66666666666667,2.66666666666667,3.25,3.91666666666667,3.91666666666667,"pigem ei"
"355",61,2.25,1,2.66666666666667,3.41666666666667,3.66666666666667,"pigem jah"
"356",60,2.5,2.91666666666667,3.08333333333333,3.58333333333333,3.75,"pigem ei"
"357",61,2.66666666666667,2.5,3.5,4.5,3.83333333333333,"pigem ei"
"358",55,3,3.66666666666667,3.33333333333333,3.5,3.66666666666667,"pigem ei"
"359",69,1.66666666666667,3.41666666666667,3.66666666666667,4,3.66666666666667,"pigem ei"
"360",66,2.25,3.08333333333333,3.41666666666667,4.08333333333333,4.25,"pigem ei"
"361",53,1.5,1,4.66666666666667,4.75,3.91666666666667,"pigem ei"
"362",56,2.41666666666667,2.75,3.5,3.08333333333333,3.91666666666667,"pigem ei"
"363",51.3002872662942,2.5,3.75,4.25,3.83333333333333,3.66666666666667,"pigem ei"
"364",63,2,2.58333333333333,3.41666666666667,4.5,3.91666666666667,"pigem jah"
"365",57,1,1,1,1,4.5,"pigem ei"
"366",54,1.91666666666667,4.41666666666667,4.41666666666667,4.66666666666667,4.66666666666667,"pigem ei"
"367",56,2.16666666666667,3.16666666666667,2.91666666666667,4.5,4.5,"pigem ei"
"368",60,2,3.08333333333333,3.75,1,5,"pigem jah"
"369",54,1.5,3.58333333333333,3.75,3.83333333333333,4.25,"pigem ei"
"370",53.9887771331246,2.58333333333333,3.25,3.66666666666667,4.41666666666667,4.58333333333333,"pigem ei"
"371",55,1,1.83333333333333,2.83333333333333,4,5,"pigem ei"
